question,choices,answer,error_type,source,correct_answer,potential_reason
"A new drug with in vitro activity against HIV is tested on a population of patients with Western-blot confirmed HIV infections. Out of the 200 individuals in the patient population, 100 are chosen by lottery to receive the drug. The drug, which is tasteless, is administered in a cup of orange juice; the other patients receive pure orange juice. Neither the nurses, doctors, nor the patients know which patients receive the drug. At the end of the study period, the number of CD4+ T cells is determined for all of the subjects. This is an example of a","[""Case-control study"",""Case report"",""Cohort study"",""Cross-sectional study""]",0,No correct answer,Biostatistics and Epidemiology Step 1 Sample Questions Medical University of South Carolina,Double-blind randomized clinical trial,Incorrect parsing. There is option E
"A study is conducted to assess the relationship between race and end-stage renal disease pathologists independently study specimens from 1,000 kidney biopsies. The first group of pathologists is aware of the race of the patient from whom the biopsy came, while the second group is blinded as to the patient’s race. The first group reports ‘hypertensive nephropathy’ much more frequently for black patients than the second group. Which of the following types of bias is most likely present in this study?","[""Confounding"",""Nonresponse bias"",""Recall bias"",""Referral bias""]",0,No correct answer,Biostatistics and Epidemiology Step 1 Sample Questions Medical University of South Carolina,Observer bias,Incorrect parsing. There is option E
"Any systematic error in the design, conduct, or analysis of a study that results in a mistaken estimate of an exposure’s effect on the risk of disease is called:","[""Confounding"",""Bias"",""Interaction"",""Stratification""]",2,Wrong Groundtruth,Biostatistics and Epidemiology Step 1 Sample Questions Medical University of South Carolina,B,Bad annotation
"As part of the Women’s Health Study, researchers investigated the role of systemic inflammation in predicting cardiovascular disease in women (N Engl J Med. 2002;347[20]:1557-1565). Researchers used a prospective study design with a large sample size. Blood levels of C-reactive protein (CRP) were measured at baseline and women were followed for an average of 8 years. The following table shows the relative risk estimates of cardiovascular event (heart attack or stroke) within 5 years by quintile of CRP level for the 30,000 women. The first quintile is used as the reference category.  1 0.49 mg/dL Relative Risk Number of women  1.0 6000  2 >0.49-1.08 mg/dL 1.8 6000  Quintile of CRP Level 3 >1.08-2.09 mg/dL 2.3 6000  4 >2.09-4.19 mg/dL 3.2 6000  5 >4.19 mg/dL 4.5 6000  Based on the relative risk data above, one can conclude:","[""There is no risk of heart attack/stroke for women with CRP levels in the first quintile."",""Decreasing CRP level appears to increase the risk of heart attack/stroke."",""Increasing CRP level appears to increase the risk of heart attack/stroke."",""There appears to be no association between CRP levels and heart attack/stroke.""]",0,Bad question clarity,Biostatistics and Epidemiology Step 1 Sample Questions Medical University of South Carolina,,"There is supposed to be a table, but the table is being printed incoherently as a part of the question."
How do viruses of the calcivirus family replicate?,"[""As negative strand RNA viruses"",""As positive strand RNA viruses"",""Retroviruses"",""Using genetic reassortment""]",1,OK,Quizlet Virology,,
"In a medical class of 147 students, the distribution of scores on a biochemistry final examination has a mean equal to 67, a median equal to 76, a mode equal to 80, a standard deviation equal to 5.5, and a variance equal to 30.25. Three students were unable to take the test on the scheduled date and were given a different form of the exam 1 week later. Which parameter is most likely to be the least biased estimator of central tendency for this distribution of biochemistry test scores?","[""Mean"",""Median"",""Mode"",""Standard deviation""]",0,Wrong Groundtruth,Biostatistics and Epidemiology Step 1 Sample Questions Medical University of South Carolina,B,Bad annotation
"In a study, a group of people are exposed to an environmental toxin but are not treated observed over time on a standard set of measures to ascertain the potential effects of the toxin. This type of study design is called","[""Clinical trial"",""Double-blind"",""Longitudinal"",""Prospective cohort""]",3,Wrong Groundtruth,Biostatistics and Epidemiology Step 1 Sample Questions Medical University of South Carolina,C,Bad annotation
In the absence of treatment the risk of HIV transmission from an infected mother to her fetus/infant was highest in which of the following areas?,"[""Africa"",""North America"",""Europe"",""Japan""]",0,OK,Epidemiology 227 UCLA Final Examination 2011,,
Most surveillance systems use which of the following study designs?,"[""Cohort"",""Serial cross-sectional"",""Mortality"",""Syndromic""]",1,OK,Epidemiology 227 UCLA Final Examination 2011,,
"Globally, the most deaths are caused by:","[""Respiratory infections"",""Diarrheal diseases"",""Malaria"",""Tuberculosis""]",1,Wrong Groundtruth,Epidemiology 227 UCLA Final Examination 2011,A,Incorrect parsing
"In HIV-associated tuberculosis cases, treatment with antiretrovirals should begin:","[""Before antiretroviral drugs are started"",""After antiretroviral drugs are started"",""Concurrently with antiretroviral drugs"",""Doesn’t make any difference""]",2,OK,Epidemiology 227 UCLA Final Examination 2011,,
PreP is an effective strategy for reducing the incidence of HIV in:,"[""Women"",""Drug users"",""Pregnant women"",""a. and b. above""]",1,Bad question clarity,Epidemiology 227 UCLA Final Examination 2011,,Without additional context PReP may be effective for the other options 
"There were no new cases of Ebola virus in the United States from January 1, 1997 through January 1, 1998. Which of the following epidemiologic terms does this statement describe?","[""Incidence"",""Lifetime expectancy"",""Lifetime prevalence"",""Period prevalence""]",2,Wrong Groundtruth,Biostatistics and Epidemiology Step 1 Sample Questions Medical University of South Carolina,A,Bad annotation
Deep nucleotide sequencing (NGS) is now cheap enough for general application. What will the technique mainly be useful for?,"[""Speedy vaccine development"",""Identifying genetic variation"",""Giving details on virus excretion in symptomless carriers"",""Quickly identifying new viruses""]",3,multiple correct answers,Human Virology 5e,"B,D",Limited expertise
What happens during the 'incubation period'?,"[""The virus is cleared from the body by the immune system"",""Virus replication happens at an intracellular level"",""This period commonly lasts for a few days"",""This period commonly lasts for a few hours""]",1,multiple correct answers,Human Virology 5e,"B,C",Source also mentioned period can be as short as 1-2 days to as long as years
How are arenaviruses spread?,"[""Sexual contact"",""Blood"",""Aerosols of urine from infected small mammals"",""Mosquito bites""]",0,multiple correct answers,Human Virology 5e,"A,B,C",With C being the most likely
If the human norovirus cannot be cultured in cell cultures how can it best be studied?,"[""Animal models"",""Volunteer studies"",""In cells using replicon systems"",""Deductions from the 3 human ORF's of the virus genome""]",1,OK,Human Virology 5e,,
"Viruses have encouraged us to change our world, as we have now:","[""Eradicated smallpox"",""Eradicated polio"",""Increased hygiene"",""A better understanding of how cellular genes aid virus replication and so become a target for new drugs""]",0,OK,,,
Which areas of the world are rabies free?,"[""USA"",""Norway"",""EU"",""Island nations, UK, NZ and Australia""]",3,OK,Human Virology 5e,,
Why do emerging viruses like Zika and Ebola continue to plague us?,"[""These viruses mutate and hence emerge"",""We disturb forests where they quietly exist as a zoonosis"",""Mosquitoes are the main culprit to encourage virus spread"",""The viruses can be halted by new vaccines""]",1,OK,,,
A “benefit” of research may accrue:,"[""To the participant"",""To his/her family"",""To society"",""All of the above""]",3,OK,Epidemiology 227 UCLA Final Examination 2011,,
Common cold viruses are ubiquitous and invade by which route?,"[""Faecal oral route"",""Respiratory and surface route"",""Cuts in the skin"",""Sexual transmission""]",1,OK,Human Virology 5e,,
"The influenza virus is mainly controlled in special ""risk"" sectors by:","[""Hygiene"",""Vaccination"",""Antiviral drugs"",""Humanised monoclonal antibodies""]",1,OK,,,
What does the reproductive number of a virus tell us?,"[""How virulent the infection will be"",""How many people will die"",""How many contacts will be infected from one case"",""How long the 'incubation period' will be""]",2,OK,,,
What has so far prevented polio being eradicated from the world?,"[""Inability to vaccinate in some countries"",""Poor quality (unsafe) vaccines"",""Genetic variation"",""Expense""]",0,OK,Human Virology 5e,,
What is a virus pandemic?,"[""A sharp and rapid epidemic involving more than one country"",""An outbreak which recurs again and again"",""A rapid global outbreak starting from a single focus"",""A characteristic of common cold virus and HIV""]",2,OK,Human Virology 5e,,
A quasi species virus such as influenza and HIV has which of the following characteristics?,"[""A fragmented or segmented genome"",""Co-existence of innumerable genetic variants"",""Possesses RNA and DNA"",""A very large genome""]",1,OK,,,
A special feature of adaptive immunity is:,"[""Speed of response to a foreign protein"",""Ability to distinguish self and non self"",""Ability to distinguish viruses and bacteria"",""Short memory""]",1,OK,,,
An updated version of classification shows the parvovirus family as having how many genera?,"[""Having 5 genera"",""A very large number of virus types"",""Only a single virus"",""Only three viruses""]",1,OK,Human Virology 5e,,
As regards the range of diseases caused by viruses:,"[""Each member of the 'family' causes the same disease."",""Members of many families can cause the same sort of disease."",""Most virus disease are now controlled by vaccines."",""Most viruses can cross placenta and be teratogenic.""]",1,OK,Human Virology 5e,,
Assembly is a vital late replication stage for a virus and is often accomplished by which of the following?,"[""Use of cellular scaffolding in the nucleus and cytoplasm"",""Snatching cellular lipids and membranes"",""Master plan embedded in the viral genome"",""Random interactions between cellular and virus proteins""]",0,OK,Human Virology 5e,,
Chikungunya has spread widely from Asia and Africa into the Caribbean in recent years. This has been mainly facilitated by:,"[""Mutation in the virus allowing replication in the mosquito Aedes albopictus"",""Air Travel"",""Climate change"",""Poor mosquito control and the absence of DTT""]",0,OK,,,
Clinical infection by an arenavirus is characterised by which one of the following?,"[""Pantropic infection"",""Signs of malaria"",""Short (2-3 days) incubation"",""Hepatitis""]",0,OK,Human Virology 5e,,
David Baltimore is a molecular biologist. What did he discover?,"[""The structure of DNA"",""X-ray crystallographic techniques"",""The enzyme reverse transcriptase"",""The anti HIV drug zidovudine""]",2,OK,,,
Describe the morphology of a togavirus.,"[""Enveloped spherical particles with an icosahedral structure"",""Non-enveloped with an icosahedral structure"",""Filamentous virus with protruding glycoproteins"",""Small round viruses""]",0,OK,Human Virology 5e,,
Describe the YF vaccine.,"[""Killed virus vaccine"",""Live attenuated virus vaccine developed by Pasteurian passage"",""Live attenuated vaccine produced by direct mutation of the virus genome"",""Experimental vaccine only""]",1,OK,Human Virology 5e,,
Genetic characteristics of the bunyavirus family include which one of the following?,"[""Three segmented negative stranded RNA viruses with anti-sense expression"",""Highly mutable RNA viruses"",""Emerging viruses via arthropod vector"",""Use an RT enzyme""]",0,OK,Human Virology 5e,,
How are antibody producing cells stimulated?,"[""Interacting with a virus short peptide"",""Interacting with a T helper cell."",""Interacting with a plasma cell"",""Interacting with a virus infected cell""]",1,OK,,,
How can epidemics of astrovirus mainly be controlled?,"[""By vaccination"",""Using passive antibody"",""Basic knowledge of hand washing and food hygiene"",""Quarantine""]",2,OK,Human Virology 5e,,
How can the spread of filoviruses be restricted?,"[""New antivirals"",""New humanised monoclonal antibodies"",""Hygiene and social distancing"",""New vaccines""]",2,OK,Human Virology 5e,,
How does rubella cause foetal abnormalities?,"[""By crossing the placenta early in pregnancy and infecting the foetus"",""By only infecting the placenta"",""By inducing cytokines and chemokines in the mother"",""By raising the temperature of the mother and inducing an abnormal immune reaction to the foetus""]",0,OK,Human Virology 5e,,
How is the parvovirus family targeted to reduce disease?,"[""Transfusion blood is screened"",""Vaccine has been developed"",""A range of new antivirals"",""Social distancing""]",0,OK,,,
Interferons are very special defence mechanisms which operate by:,"[""Binding to viruses"",""Binding to neighbouring cells"",""Producing a long lasting state of resistance"",""Inhibiting virus induced enzymes""]",1,OK,,,
"Many virus infections result in immune pathology, this is caused predominantly by which of the following?","[""A cytokine storm"",""Antibody mediated reactions"",""A response of killer T cells (CD-8)"",""A decline in function of the immune system""]",0,OK,Human Virology 5e,,
"Of the following factors, which are the most important factors for virus spread and infection?","[""Age"",""Sex"",""Genetic factors"",""Travel""]",3,OK,Human Virology 5e,,
Identify the most commonly used diagnostic technique in the virus laboratory:,"[""Virus isolation in cell culture"",""Deep sequencing (NGS)"",""Reverse transcriptase (RT) PCR"",""Immuno-serology""]",1,Wrong Groundtruth,Human Virology 5e,C,Bad annotation
The successful anti-cancer HPV vaccine consists of:,"[""Live virus attenuated by specific mutagenesis"",""Whole virus chemically inactivated vaccine"",""Self-assemble of virus L1 protein into VLP"",""Sub unit chemically inactivated vaccine""]",0,Wrong Groundtruth,Human Virology 5e,C,Bad annotation
What is the most successful and most widely used 'travel' vaccine for international visitors?,"[""Influenza"",""MMR"",""Yellow Fever"",""Rabies""]",1,Wrong Groundtruth,Human Virology 5e,C,Bad annotation
Lassa and Ebola are emergent viruses in W. Africa. What is their origin?,"[""Humans"",""Primates"",""Fruit bats"",""Pigs""]",1,Wrong Groundtruth,Human Virology 5e,C,Bad annotation
Chemotherapy is now an option for clinical care of patients. Typical drug regimens now include which of the following?,"[""Interferon and ribavirin"",""Lamivudine and ribavirin"",""Combinations of adefovir and entecavir and/or tenofovir (DAA)"",""Interferons alone""]",1,Wrong Groundtruth,Human Virology 5e,C,Bad annotation
Describe the coronavirus structure.,"[""Club shaped glycoprotein spikes protrude through a lipid bilayer"",""An icosahedral structure with an envelope"",""An icosahedral large pleomorphic virus"",""Large regimented barrel shaped virus""]",2,Wrong Groundtruth,Human Virology 5e,A,Bad annotation
How are new polyomaviruses detailed,"[""Shot gun sequencing"",""Cultivation in human neural cells"",""Deep pyro sequencing (NGS)"",""Monoclonal antibody techniques""]",0,Wrong Groundtruth,Human Virology 5e,C,Bad annotation
How can the morphology of filoviruses be described?,"[""Very large ball like structure"",""Long filamentous threads"",""Icosahedral virion"",""Floppy membranes without defined morphology""]",2,Wrong Groundtruth,Human Virology 5e,B,Bad annotation
How does the papilloma family of viruses cause cancer?,"[""Replicate in dividing cells and encodes three oncogenic proteins E5, E6 and E7"",""Integrates viral genome into cellular DNA"",""Has an oncogene able to initiate cancer"",""Acts as a co factor for a cellular oncogene""]",1,Wrong Groundtruth,Human Virology 5e,A,Bad annotation
How many human polyomaviruses are known at present?,"[""100"",""1"",""10"",""unknown""]",0,Wrong Groundtruth,Human Virology 5e,C,"Actually 14, but rounded to the closest tens"
How were retroviruses discovered?,"[""In chickens as Rous sarcoma"",""In humans as HTLV-1"",""In mice causing leukaemia"",""In cats causing leukaemia""]",2,Wrong Groundtruth,Human Virology 5e,A,Bad annotation
It is unlikely that a 'cure' of HIV is possible with current drugs because:,"[""Even in combination current drugs do not completely block viral replication"",""They do not penetrate to cells"",""They cannot block viral transcription from integrated viral DNA"",""They cannot penetrate to the CNS""]",1,Wrong Groundtruth,Human Virology 5e,C,Bad annotation
MERS has four special characteristics and here we have one exception - which is it?,"[""Spread by faecal oral route"",""Aerosol droplet transmission"",""Reservoir in bats"",""A conduit to humans via camels""]",2,Wrong Groundtruth,Human Virology 5e,A,Bad annotation
Most pandemics have arisen from influenza viruses from which of the following animals?,"[""Pigs"",""Wild birds"",""Bats"",""Humans""]",0,Wrong Groundtruth,Human Virology 5e,B,"Technically all options are correct, but the most correct one is B"
Most viral vaccines are produced by which of the following techniques?,"[""Traditional cell culture"",""Molecular biology"",""Animal tissues in vitro"",""VLPs (virus like particles)""]",1,Wrong Groundtruth,Human Virology 5e,A,Bad annotation
A virus such as influenza which emerges suddenly and spreads globally is called:,"[""Epidemic"",""Endemic"",""Pandemic"",""Zoonotic""]",1,Wrong Groundtruth,Human Virology 5e,C,Bad annotation
Antivirals can be used prophylactically or therapeutically in persons in which of the following circumstances?,"[""If administered within 4 days of clinical signs"",""If used within 48 hours of first clinical signs"",""Used for the obese"",""Used in children under the age of 2 years where high virus spread is noted""]",2,Wrong Groundtruth,Human Virology 5e,B,Bad annotation
How are herpes infections controlled?,"[""Chemotherapy"",""Vaccines"",""Hygiene and social distancing"",""No method""]",0,Wrong Groundtruth,Human Virology 5e,C,"The source did say A, mentioning acyclovir which is not a chemotherapy. However, the explanation seems to point to C"
How is next generation sequencing (NGS) most often used?,"[""To identify a newly discovered virus"",""To search for drug resistant mutants"",""To identify quasi species viruses"",""Cannot be used""]",3,Wrong Groundtruth,Human Virology 5e,A,Bad annotation
Nipah is a zoonotic paramyxovirus; where did it originate?,"[""Originating in pigs"",""Originating in bats"",""Coming from humans"",""Coming from horses""]",2,Wrong Groundtruth,Human Virology 5e,B,Bad annotation
Polio can be eradicated by which of the following?,"[""Attention to sewage control and hygiene"",""Killed polio vaccine"",""Live polio vaccine"",""Combination of the killed and live vaccines.""]",0,Wrong Groundtruth,Human Virology 5e,D,Bad annotation
SARS is described as a zoonotic virus - what does this mean?,"[""Such viruses are confined to animals"",""They do not cause disease in humans"",""They emerge from animals to cross the species barrier infrequently"",""They cause pandemics""]",0,Wrong Groundtruth,Human Virology 5e,C,Bad annotation
There is no vaccine against HIV because of which of the following?,"[""The virus is so antigenically variable"",""Such a vaccine would be too expensive"",""The virus can be controlled by a change in sexual habits"",""Latency can abrogate any vaccine effect""]",1,Wrong Groundtruth,Human Virology 5e,A,Bad annotation
What is the current best option for preventing future outbreaks of Ebola?,"[""Rebuild scientific, medical and nursing infrastructure and train staff"",""Early and accurate diagnosis with molecular kits"",""Develop effective vaccines"",""Arrange rapid intervention into West Africa with EU and USA army teams""]",3,Wrong Groundtruth,Human Virology 5e,A,Bad annotation
Which of the following coronaviruses has caused thousands of deaths around the world as an 'emergent' virus?,"[""MERS"",""SARS"",""OC43"",""HKU1""]",0,Wrong Groundtruth,Human Virology 5e,B,Bad annotation
Which of the following HPV viruses are known to cause cervical cancer?,"[""Viruses of all 5 clades"",""Types 14, 16, 18, 31, 45"",""None are oncogenic per se"",""Types 1-180""]",2,Wrong Groundtruth,Human Virology 5e,B,Bad annotation
Why are drug combinations essential for HIV?,"[""Single drugs are not completely inhibitory"",""Mutations negate the effect of one drug"",""Combinations of antibiotics are effective versus TB"",""The virus cannot mutate vs a combination""]",2,Wrong Groundtruth,Human Virology 5e,D,Bad annotation
